1	310	0	0	0	7	0	0	0	5	0	0	0	0	0	0
2	16	33	41	0	0	14	4	2	11	3	0	0	0	0	1
3	33	0	38	0	12	95	249	77	235	76	13	6	23	67	0
4	1	0	0	0	0	0	4	0	1	0	0	0	0	2	0
5	8	1	403	0	0	7	18	3	15	1	0	0	0	1	0
6	21	0	1	0	1	1	3	0	10	4	0	0	0	0	0
7	1	0	0	0	0	0	3	0	1	2	1	0	0	0	0
8	0	0	66	0	0	0	1	0	4	4	0	0	0	1	0
9	0	0	0	0	1	5	0	0	2	0	0	0	0	0	0
10	0	0	0	0	0	6	69	9	84	1	0	0	0	0	0
11	30	0	0	0	4	17	4	3	23	1	1	0	2	1	0
12	0	0	0	0	13	2	0	0	15	0	0	0	0	1	0
13	0	0	0	0	0	1	10	0	2	0	1	0	0	6	0
14	0	0	0	0	25	0	0	0	3	0	0	0	0	4	0
15	5	0	0	0	3	71	3	2	20	2	0	0	0	9	0
16	0	0	0	0	1	0	2	0	3	2	2	0	0	1	0
17	0	0	12	0	3	9	1	0	7	1	0	0	0	1	0
18	0	0	0	0	0	0	0	0	0	73	2	0	0	2	1
19	1	0	1	0	0	1	0	0	2	0	0	0	1	3	0
20	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0
21	18	0	32	0	8	56	309	40	154	12	72	1	12	29	0
23	8	0	37	0	10	7	1	0	6	1	0	0	0	8	0
24	48	5	2	0	11	45	183	33	179	6	10	17	28	50	1
25	2	0	0	0	13	0	17	0	3	7	0	0	0	3	0
26	2	0	0	0	0	0	5	0	0	3	0	0	0	1	2
27	4	2	15	1	7	44	10	3	12	2	0	0	0	2	0
28	10	0	23	6	0	0	0	0	0	0	0	0	0	0	0
29	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
30	0	0	13	0	12	84	0	0	3	5	0	0	0	1	0
31	10	0	0	0	8	18	26	9	41	0	1	0	0	4	0
32	2	0	0	0	2	8	87	17	56	2	35	1237	158	0	1
33	2	0	0	0	0	5	0	0	5	0	0	0	0	0	0
34	0	0	40	0	0	0	2	0	1	0	0	0	0	13	0
35	0	0	0	0	11	13	1	0	18	0	1	0	0	0	0
36	89	0	47	0	31	54	52	21	49	31	0	0	27	1	2
37	47	0	0	0	1	26	0	0	2	0	0	0	1	14	0
38	0	0	43	0	4	59	11	1	8	0	0	0	0	4	0
39	0	0	9	0	33	48	6	5	8	1	3	0	0	0	0
40	92	115	44	0	2	86	0	0	10	0	0	0	0	25	0
41	0	0	58	0	5	4	2	0	2	0	0	0	0	2	0
42	2	4	1	0	44	152	0	0	3	0	0	0	0	0	0
43	0	0	0	0	0	0	3	1	7	0	0	0	0	0	0
44	56	0	2	0	33	17	7	6	12	0	1	0	0	1	0
45	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
46	35	9	6	0	7	2	14	0	11	0	0	0	0	4	0
47	45	11	13	0	13	45	86	30	63	27	50	326	45	15	1
48	11	0	9	0	1	24	12	10	23	0	1	0	0	10	0
49	5	0	2	0	0	0	1	1	2	6	0	0	0	0	0
50	5	2	95	0	1	2	6	3	6	1	2	0	0	1	0
51	2	0	13	0	1	58	6	1	7	0	0	0	0	0	0
52	34	4	15	0	1	12	24	8	43	5	0	0	0	2	0
53	1	0	8	0	4	14	5	0	4	6	0	0	0	0	0
54	0	0	60	0	0	10	2	2	7	0	0	0	0	2	0
55	8	0	10	0	10	2	0	1	27	3	0	0	0	4	0
56	21	0	4	0	0	8	0	0	9	0	0	10	5	0	0
57	7	0	28	0	0	2	2	1	16	0	0	0	0	1	0
58	17	0	5	0	1	6	4	0	2	1	0	0	0	1	0
59	35	0	31	0	7	17	1	0	5	0	0	0	0	1	0
60	7	0	0	0	2	2	3	1	15	0	2	0	0	1	0
61	0	0	0	0	0	0	43	6	13	0	0	0	0	1	0
62	0	0	0	0	0	0	0	0	0	15	0	0	0	0	1
63	3	0	9	0	1	6	5	2	9	0	0	0	0	4	1
64	0	0	0	0	0	101	0	0	2	0	0	0	0	0	0
65	0	0	136	0	17	22	45	2	30	10	0	0	0	3	14
66	132	0	49	0	52	111	7	2	17	0	0	0	0	3	0
67	5	0	0	0	17	13	0	0	1	0	0	0	0	3	0
68	17	0	0	4	0	0	9	1	2	4	2	0	0	1	0
69	0	0	10	0	11	32	11	0	12	0	0	0	0	1	0
70	0	0	5	0	5	8	2	2	3	9	1	0	0	0	0
71	1	0	0	0	0	1	3	2	0	65	0	0	0	0	0
72	0	0	30	0	0	0	1	1	386	6	0	0	0	0	0
73	0	0	193	0	4	7	8	1	26	0	0	0	0	4	0
74	11	0	7	0	8	20	6	1	7	230	2	5	2	19	0
75	0	0	0	0	7	79	1	0	7	1	0	0	3	1	0
76	14	0	0	7	1	6	2	0	0	0	0	0	0	1	0
77	0	0	4	0	152	0	3	0	1	0	0	0	0	3	0
78	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
79	2	0	58	0	0	0	5	0	0	5	0	0	0	0	0
80	0	0	12	0	12	1	0	0	3	0	0	0	0	2	0
81	0	0	0	0	2	11	0	0	1	0	0	0	0	0	0
82	0	0	0	0	1	18	6	1	7	0	1	2	0	0	0
83	1	0	59	0	20	6	13	0	31	0	0	0	0	1	0
84	0	0	5	0	3	8	4	0	4	1	0	0	0	0	0
85	4	0	0	0	0	0	0	1	12	2	0	0	0	0	0
86	3	0	0	0	49	0	0	0	7	1	0	0	0	0	0
87	26	0	51	0	0	0	11	3	4	0	0	0	0	2	0
88	0	0	0	0	6	3	10	2	7	0	0	0	0	0	0
89	24	0	10	0	1	5	33	2	8	37	1	0	0	29	1
90	45	0	0	0	5	11	11	7	26	0	0	0	0	0	0
91	3	0	0	0	0	0	9	0	1	0	0	0	0	0	0
92	0	0	15	0	4	13	3	4	0	0	0	0	0	0	0
93	0	0	0	0	0	3	7	0	2	0	0	6	1	0	0
94	0	0	0	0	0	2	2	3	1	12	0	0	0	0	0
95	0	0	3	0	8	11	0	0	6	0	0	0	0	3	0
96	0	0	0	0	0	0	17	0	32	0	0	0	0	11	0
97	229	56	19	5	5	7	20	2	5	3	0	0	0	39	0
98	0	0	68	0	1	0	7	1	5	0	3	0	0	5	0
99	17	0	0	0	5	9	0	0	7	0	0	0	0	3	0
100	0	0	6	0	0	34	6	3	1	0	0	0	0	0	0
101	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
102	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0
103	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0
104	3	0	0	0	0	0	0	0	0	2	0	0	0	1	0
105	13	0	15	0	1	11	3	0	4	0	1	0	0	3	0
106	0	0	0	0	0	5	0	0	2	0	0	0	0	0	0
107	33	14	3	0	3	9	2	0	2	0	1	0	0	3	1
108	0	0	0	0	32	0	2	0	5	0	3	0	0	2	0
109	0	0	0	0	6	0	2	2	5	0	0	0	0	0	0
110	21	56	121	0	4	3	6	0	1	25	3	0	0	4	0
111	0	0	7	0	8	7	5	0	2	2	0	2	0	2	0
112	13	0	0	0	0	4	0	0	7	0	0	0	0	2	0
113	0	0	28	0	0	7	2	0	3	35	0	0	0	10	0
114	3	10	0	0	0	11	10	3	1	0	0	0	0	1	0
115	2	0	0	0	86	30	30	4	22	0	0	0	25	5	0
116	0	0	136	0	4	45	5	0	4	0	0	0	1	2	0
117	0	0	3	0	6	6	16	0	5	1	0	1	0	0	0
118	4	0	0	0	4	13	13	2	7	2	0	0	0	0	0
119	0	0	148	0	8	44	1	0	0	0	0	0	0	0	0
120	0	0	20	0	0	0	9	0	11	10	1	0	0	2	0
121	0	0	0	0	0	5	3	0	2	0	0	0	0	0	0
122	2	0	10	0	7	5	238	30	70	0	16	3589	0	9	0
123	0	0	123	0	29	207	12	1	4	4	1	0	9	0	0
124	0	0	0	0	2	7	0	0	6	1	0	0	1	0	0
125	72	5	30	0	0	10	13	0	29	0	0	0	0	2	0
126	35	21	35	0	4	6	27	0	14	2	1	0	0	0	0
127	66	0	27	0	23	15	44	0	8	3	1	0	0	0	0
128	2	0	61	0	21	126	109	13	71	29	22	20	382	37	1
129	0	0	56	0	13	14	3	0	2	14	1	0	0	0	0
130	0	0	0	0	4	2	0	0	3	0	0	0	0	2	0
131	8	0	0	0	12	8	8	1	2	0	0	0	0	1	0
132	0	0	23	0	4	6	5	0	4	7	3	0	0	3	0
133	0	0	0	0	0	0	0	1	1	3	2	0	0	3	0
134	0	0	0	0	10	8	2	0	2	0	0	0	0	0	0
135	3	0	0	0	0	2	8	0	2	0	0	0	0	1	0
136	52	0	8	0	1	10	41	3	3	27	2	0	0	10	0
137	10	0	8	0	2	10	2	0	3	0	0	0	0	0	0
138	0	0	0	0	0	0	2	1	1	12	0	0	0	0	0
139	15	0	0	0	8	3	5	1	6	5	0	0	0	0	0
140	0	0	6	0	1	18	5	1	6	0	1	0	0	1	0
141	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
142	0	0	0	0	2	3	1	0	3	0	0	0	0	0	0
144	25	0	4	0	15	43	0	0	14	0	0	0	0	0	0
145	21	34	10	0	4	9	14	0	4	5	0	0	0	1	0
146	0	0	0	0	9	4	0	0	1	0	0	0	0	0	0
147	0	0	0	0	1	2	0	1	3	2	0	0	0	0	0
148	3	0	0	0	5	4	0	0	0	0	0	3	0	2	0
149	2	0	0	0	13	49	21	0	20	9	1	0	0	1	0
150	1	0	0	0	1	5	8	0	2	3	0	0	0	7	0
151	0	0	33	0	7	0	0	0	7	0	0	164	0	0	0
152	17	8	48	0	1	1	1	1	4	0	0	0	0	1	0
153	1	0	1	0	7	5	0	0	0	0	0	0	4	0	0
154	0	0	64	0	107	70	0	0	3	8	0	0	0	2	5
155	19	18	19	0	0	0	1106	0	2	0	1	0	0	0	0
156	0	0	33	0	2	5	2	0	2	0	0	0	0	0	0
157	126	0	0	0	15	11	36	12	24	0	0	0	0	0	0
158	78	3	190	0	45	37	4	5	42	0	0	1	0	46	0
159	7	0	3	0	4	13	21	1	9	11	1	0	0	7	1
160	0	0	0	0	4	31	2	0	1	0	0	0	13	0	0
161	0	0	0	0	0	0	0	0	3	0	0	0	0	2	0
162	0	0	0	0	3	15	0	0	2	0	0	0	0	3	0
163	0	0	37	6	85	38	0	0	2	0	0	0	0	0	0
164	49	2	119	0	7	56	0	0	9	4	0	0	0	8	0
165	1	0	0	0	6	36	4	2	9	0	0	0	0	1	0
166	0	0	29	0	12	1	1	0	3	0	0	0	0	0	0
167	24	0	1	0	3	10	16	15	5	0	2	0	0	0	0
168	24	4	22	0	11	34	5	0	47	2	0	0	0	0	0
169	2	0	0	0	0	3	0	0	10	1	0	0	0	0	0
170	2	1	47	0	19	79	9	0	17	32	0	0	0	0	0
171	2	0	4	0	3	13	35	6	20	0	11	0	0	5	0
172	1	1	240	0	2	9	7	4	12	5	0	0	0	11	2
173	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0
174	19	0	117	0	0	2	11	1	4	64	31	0	0	6	0
175	0	0	0	0	22	1	0	0	4	0	0	9	9	1	0
176	0	0	0	0	33	11	0	0	10	0	0	0	0	3	0
177	1	0	14	0	5	45	112	32	55	0	12	7	2	9	0
178	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
179	13	0	15	0	8	24	4	0	12	0	1	0	0	0	0
180	4	0	0	0	0	5	0	0	1	0	0	0	0	0	0
181	5	0	30	0	2	25	6	0	19	0	0	0	0	0	2
182	0	0	60	0	15	56	3	0	2	0	0	0	0	2	1
183	0	0	9	0	15	12	0	0	0	0	0	0	0	0	0
184	50	42	64	0	3	31	12	0	21	1	2	0	0	5	0
185	28	0	0	0	6	0	4	1	6	17	0	0	0	0	0
186	0	0	0	0	0	1	2	0	13	0	0	0	0	0	0
187	8	0	120	0	0	55	7	1	4	0	0	0	0	0	0
188	0	0	0	0	0	136	0	0	3	0	0	0	0	0	0
189	24	0	0	0	1	2	8	1	7	0	2	0	0	2	0
190	3	0	0	0	11	13	0	2	13	1	0	0	0	1	0
191	0	0	0	0	7	1	0	0	4	0	0	0	0	2	0
192	0	0	46	0	4	0	6	1	1	0	0	0	1	4	0
