1	9882.560000000001	0	0	0	193	0	0	0	262	0	0	0	0	0	0
2	803.7	386	864.71	0	0	1000.72	318	197	813.26	292.5	0	0	0	0	86
3	1358.93	0	1105.92	0	1172.36	7040.220000000001	19619.27	5429.14	11919.18999999999	5489.23	5657.55	43.95	511.2599999999999	2699.7	0
4	28.32	0	0	0	0	0	267.42	0	71	0	0	0	0	34.41	0
5	772	150	4291.58	0	0	514.7099999999999	1411.58	416	911.4000000000001	100	0	0	0	35.26	0
6	957.04	0	21.8	0	25	59	208.5	0	482.25	24	0	0	0	0	0
7	26	0	0	0	0	0	775.2	0	198	228	1368	0	0	0	0
8	0	0	907.3099999999997	0	0	0	68.59999999999999	0	518.91	317	0	0	0	36.43	0
9	0	0	0	0	11.82	155.5	0	0	549	0	0	0	0	0	0
10	0	0	0	0	0	222.82	16031.65	1874.8	14558.14000000001	366	0	0	0	0	0
11	395.84	0	0	0	8	308.11	360	382.06	995	58	1643.2	0	17.8	145	0
12	0	0	0	0	123.22	64	0	0	399.5299999999999	0	0	0	0	24	0
13	0	0	0	0	0	123	671.98	0	303.48	0	4278	0	0	382.32	0
14	0	0	0	0	840.6	0	0	0	216	0	0	0	0	217	0
15	232.81	0	0	0	96.5	1996.22	128	362	1991.47	275	0	0	0	570.6	0
16	0	0	0	0	36.5	0	125	0	128.5	51	3528	0	0	35	0
17	0	0	257.2	0	5.51	976.3899999999999	158	0	1230.36	299.6	0	0	0	320	0
18	0	0	0	0	0	0	0	0	0	3306.08	2050.64	0	0	2.24	520
19	53	0	28	0	0	54.45	0	0	306.16	0	0	0	10	203.7	0
20	0	0	0	0	0	0	306	0	42.91	0	0	0	0	0	0
21	868.59	0	570.22	0	526.87	2399.79	19284.58999999999	2503.26	6877.970000000002	711.22	23058.59	18.2	520.6000000000001	1382.21	0
23	233.9	0	781.52	0	240.2	593	105.92	0	442.85	320	0	0	0	75	0
24	2414.84	56	12.58	0	361.4	2145.51	12166.67	2037.93	8249.529999999999	1206.83	5891.6	176.87	40	1608.53	883
25	250	0	0	0	7.58	0	989.9400000000001	0	191.01	75.3	0	0	0	126.63	0
26	86	0	0	0	0	0	339.65	0	0	152	0	0	0	33	260
27	208	68	508.44	180	35.02	2107.25	890	303.1	718	57	0	0	0	73	0
28	64.37	0	417.7	800	0	0	0	0	0	0	0	0	0	0	0
29	0	0	0	0	0	154.55	0	0	0	0	0	0	0	0	0
30	0	0	301.16	0	923.5199999999999	1050.45	0	0	606	264.77	0	0	0	95	0
31	569.76	0	0	0	93.48	863.1899999999998	1967.91	1363.8	3540.14	0	100	0	0	319.26	0
32	32	0	0	0	126	575.76	5456.51	1286.08	2719.26	588	14097.01	9417.430000000004	2928.649999999999	0	58
33	225	0	0	0	0	156.8	0	0	303.9	0	0	0	0	0	0
34	0	0	100	0	0	0	160.01	0	70.2	0	0	0	0	206.51	0
35	0	0	0	0	268.92	343.96	97.90000000000001	0	1346.39	0	3480	0	0	0	0
36	4542.04	0	554	0	652.05	661.29	6266.429999999999	2588	7696.820000000001	1218.9	0	0	199.3699999999999	53.65	745
37	1709.06	0	0	0	2	1059.99	0	0	214.3	0	0	0	110.3	64.2	0
38	0	0	815.7599999999999	0	690	451.9	566.5300000000001	150	599.72	0	0	0	0	281.9	0
39	0	0	117.6	0	301.16	2906.4	290.5	419	862.8099999999999	170	4538	0	0	0	0
40	3591.399999999999	1776.5	506.41	0	256.44	2285.36	0	0	8254.799999999999	0	0	0	0	2206.69	0
41	0	0	926.77	0	96.05000000000001	57.94	251.6	0	356.05	0	0	0	0	60	0
42	124	377.75	19.03	0	1742.09	13540.29	0	0	1169	0	0	0	0	0	0
43	0	0	0	0	0	0	714	249	739.3	0	0	0	0	0	0
44	1825.97	0	75.5	0	1524.98	2732.86	933.05	666.17	2164.22	0	1680	0	0	50	0
45	0	0	0	0	0	65	0	0	0	0	0	0	0	0	0
46	1497.01	467.23	180.31	0	94.09999999999999	23.6	628.7199999999999	0	964.11	0	0	0	0	166.31	0
47	1786.24	946.5	191.88	0	456.3199999999999	1710.9	4555.700000000002	4357.299999999999	5097.620000000001	1173.8	24267.93	17774.30999999999	132.1	1470.5	26
48	1383	0	329.1	0	61.75	978.53	1877.58	2355.13	4519.41	0	4200	0	0	708.6	0
49	146.8	0	78.22	0	0	0	154	153	80.40000000000001	248	0	0	0	0	0
50	378.7	17.22	639.3500000000001	0	56.05	72.05	249.6	250.26	336.93	78	2620	0	0	35.01	0
51	208	0	248.8	0	78	3781.11	358.0600000000001	78	521.02	0	0	0	0	0	0
52	1270.83	871.6800000000001	810.8	0	59	1167.91	2771.98	1298.12	4140.74	1051.38	0	0	0	89	0
53	89	0	213.4	0	223	2498.18	200.87	0	460.5	94.8	0	0	0	0	0
54	0	0	931.1199999999999	0	0	261.1	148	43.4	593.96	0	0	0	0	87.90000000000001	0
55	658.24	0	143.57	0	140.74	60	0	166.6	2164.71	67	0	0	0	143	0
56	145.61	0	96	0	0	594.51	0	0	482	0	0	73.76000000000001	320.16	0	0
57	143.19	0	1739.4	0	0	104	78.18000000000001	118	1106.33	0	0	0	0	36.4	0
58	647.8599999999999	0	114.5	0	17.51	96.28999999999999	395.87	0	241	680	0	0	0	77.40000000000001	0
59	292.0000000000001	0	88.80999999999999	0	167.95	631.3	39	0	425.16	0	0	0	0	27.5	0
60	788.02	0	0	0	232.38	168.62	577	200	3481.41	0	3690	0	0	53	0
61	0	0	0	0	0	0	1132.23	248.5	546.09	0	0	0	0	28	0
62	0	0	0	0	0	0	0	0	0	222.87	0	0	0	0	316
63	187.9	0	37	0	49.9	140.7	315	113	790.36	0	0	0	0	383.83	65
64	0	0	0	0	0	679.45	0	0	156.02	0	0	0	0	0	0
65	0	0	972.3099999999998	0	257.78	2657.74	1645.24	85.8	1601.03	42.05	0	0	0	426.66	3616.5
66	2331.1	0	827.14	0	1738.39	5796.660000000003	908.48	210	2025.03	0	0	0	0	275.01	0
67	136.8	0	0	0	396.8	149.8	0	0	170	0	0	0	0	203.8	0
68	858.0999999999999	0	0	352	0	0	585.2800000000001	227.18	89	129	2825.01	0	0	30.1	0
69	0	0	74	0	175.11	481.01	905.8000000000001	0	1549.34	0	0	0	0	145	0
70	0	0	40	0	154.06	147.8	168.01	209.01	367	1283.08	1159.62	0	0	0	0
71	30.92	0	0	0	0	60	189.65	212.13	0	976.0100000000001	0	0	0	0	0
72	0	0	94.75	0	0	0	82.06999999999999	99.3	12028.16	109	0	0	0	0	0
73	0	0	1671.47	0	205.64	88.28	414.16	99	3145.72	0	0	0	0	337.66	0
74	645.91	0	140.96	0	39.6	1197.56	1124.7	87.95	218.1	16627.2	444	108.47	35.95	446	0
75	0	0	0	0	25.13	357.7299999999999	12.01	0	176.19	78	0	0	55.26	199	0
76	421.8699999999999	0	0	1696	22.5	162.96	194	0	0	0	0	0	0	12.55	0
77	0	0	94.58	0	604	0	203.61	0	129	0	0	0	0	184	0
78	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0
79	102.3	0	213.74	0	0	0	944.99	0	0	229.6	0	0	0	0	0
80	0	0	227.42	0	272.04	29	0	0	101.3	0	0	0	0	36	0
81	0	0	0	0	177	252.9	0	0	109	0	0	0	0	0	0
82	0	0	0	0	1	346.93	473.2400000000001	69	205.86	0	234	51.91	0	0	0
83	79	0	612.76	0	129.92	164.65	486.94	0	804.7799999999997	0	0	0	0	80	0
